eng_Latn,hin_Deva
"She played the role of Ayushmann's grandmother in the film.
","इस फिल्म में उन्होंने आयुष्मान खुराना की मां किरदार निभाया था।
"
"“My grandmother passed away, my father was in the hospital.
","“पिता जेल में हैं, माता मर गई हें।
"
"Their parents had died and the sisters were being looked after by their grandmother.
","माँ-बाप मर चुके थे और उनका पालन-पोषण उनके चाचा-चाची की देख-रेख में हो रहा था।
"
"The film, that stars Tapsee Pannu and Bhumi Pednekar, is based on the life of Chandro Tomar and Prakashi Tomar, grandmothers from Baghpat.
","सांड की आंख फिल्म यूपी के बागपत की रहने वाली चंद्रू तोमर और प्रकाशी तोमर की जिंदगी पर बनी है जिसमें तापसी पन्नू और भूमि पेडनेकर उनकी भूमिका अदा कर रही है.
"
"Both my mother and grandmother had been teachers.
","मां और पिता दोनों शिक्षाविद्व थे.
"
"Rahul also paid floral tribute to his grandmother, Indira Gandhi on her martyrdom day.
","उधर इंदिरा गांधी की पुण्य तिथि पर कांग्रेस नेता राहुल गांधी ने भी उन्हें श्रद्धांजलि दी।
"
"Both my mother and grandmother are great cooks.
","मेरी मां और मौसी बहुत अच्छा खाना बनाती हैं।
"
"Bollywood actress Priyanka Chopra is bereaved by the sudden death of her paternal grandmother.
","प्रियंका चोपड़ा के पिता का निधन : ट्विटर पर बॉलिवुड एक्‍ट्रेस ने जताया अपना दुख
"
"Bollywood actress Priyanka Chopra is bereaved by the sudden death of her paternal grandmother.
","प्रियंका चोपड़ा के पिता का निधन
"
"Both are daughters, wives, mothers and grandmothers.
","वो माँ भी हैं, बहन भी, बेटी भी और बीबी भी.
"
"He said while party president Rahul Gandhi resembled his father Rajiv Gandhi, Priyanka resembled her grandmother Indira Gandhi.
","प्रियंका ने कहा कि जो सोच उनके पिता यानी कि राजीव गांधी की थी ठीक वैसी ही सोच राहुल गांधी की भी है।
"
"And then I was there with my mother and grandmother.
","तब मैंने वहीं जाकर मां और अपने सौतेले पिता से मुलाकात की।
"
"He had come to the grandmother’s home.
","वह अपने नाना के घर रहने आया था।
"
"At the time of this incident, my grandfather, grandmother and a cook were present in the house.
","घटना के समय सास, ससुर व ननद घर पर मौजूद थी।
"
"He had come to the grandmother’s home.
","वह अपने नाना के घर गयी थी।
"
"My family, mom, dad, grandmother all live there.
","मेरे परिवार के कई अन्य सदस्य, पिताजी, माँ और मैं, सब वहीं थे.
"
"The accused allegedly killed his parents, sister and grandmother, said the police.
","आरोपियों ने कहा है कि मृतका को उसकी मां और भाई ने ही मारा है.
"
"And she’s also a grandmother.
","वह एक माँ भी है।
"
"The victim’s grandmother and sisters were also injured in the attack.
","हमले में सौतेली मां और रिश्तेदार घायल हो गए थे।
"
"His younger sister went to their maternal grandmother’s house.
","उसकी माता बहन के घर गई थी।
"
"A victim’s grandmother has also been arrested in this case.
","वहीं इसी मामले में पीड़िता के मामा को भी गिरफ्तार किया गया है।
"
"Balasore: In a highly shocking incident, two youths of Khaira area in Odisha’s Balasore district have been accused of raping their 70-year-old grandmother.
","चाईबासा : पांड्राशाली ओपी क्षेत्र के होरलोर गांव में एक 70 वर्षीय बुजुर्ग द्वारा रिश्ते में पोती लगनेवाली आठ वर्षीया बच्ची के साथ दुष्कर्म किये जाने का मामला सामने आया है.
"
"Congress President Rahul Gandhi has dismissed comparisons between his grandmother and former Prime Minister, Indira Gandhi, and the current Prime Minister, Narendra Modi.
","कर्नाटक कांग्रेस के बड़े नेता और पूर्व केंद्रीय मंत्री एमवी राजशेखरन ने प्रधानमंत्री नरेंद्र मोदी की तारीफ करते हुए उनकी तुलना पूर्व प्रधानमंत्री इंदिरा गांधी से कर डाली है।
"
"His parents died when he was small and his grandmother had raised him.
","उस के मातापिता बचपन में मर गए थे और मामामामी ने उसे पाला था.
"
"A few days later my grandmother died.
","कुछ दिन बाद माता जी का देहावसान हो गया।
"
"Neetu Kapoor shared a family picture along with Ranbir’s grandmother Krishna Kapoor and other family members on Instagram.
","नीतू कपूर ने करीना और बाकी घरवालों के साथ एक तस्वीर इंस्टाग्राम स्टोरी पर शेयर की।
"
"The victim’s grandmother had informed about the incident to the villagers.
","इस घटना के बारे में पीड़ित ने गांव के लोगों को बताया।
"
"A friend of mine’s grandmother passed away at the age of 88.
","मेरे पिता का 88 बरस की उम्र में निधन हो गया।
"
"Also read: Bihar polls: First-time voter, grandmother cast votes in Patna
","यह भी पढ़ें: बिहार पंचायत चुनाव के पहले चरण के लिए चुनाव प्रचार थमा
"
"Photos of the grandmother have gone viral on social media.
","आये दिन मामा-भांजे की तस्वीरें सोशल मीडिया पर वायरल होती रहती हैं.
"
"She has been likened to her grandmother and former prime minister Indira Gandhi.
","उन पर उनकी सास व पूर्व प्रधानमंत्री इंदिरा गांधी का काफी प्रभाव है.
"
"Harry and Meghan’s second child is named after the Queen and her late grandmother, Princess Diana.
","प्रिंस हैरी और मेगन ने अपनी बेटी का नाम क्वीन एलिजाबेथ और दिवंगत प्रिंसेस डायना के नाम पर रखा है.
"
"His grandmother came out of the house.
","बड़ी बहू घर से. बाहर निकल गयी ।
"
"After some time, Anita’s grandmother passed away.
","कुछ पहले ही अनीता के ससुर की मृत्यु हो गयी थी।
"
"Rahul Gandhi also paid tribute to his grandmother and the former prime minister.
","राहुल गांधी ने पूर्व पीएम और अपने पिता को श्रद्धांजलि दी
"
"My mother, father and my grandmother were with me.
","पिताजी ने बड़ी बहन, माताजी और मुझे साथ लिया।
"
"He lives with his grandmother and elder brother.
","वे अपने बड़े भाई तथा भाभीके साथ रहते हैं।
"
"Based on the mothers suspicions, the police have detained the babys father and paternal grandmother.
","शक के आधार पर पुलिस ने बच्ची के माता-पिता और मामा को हिरासत में ले लिया।
"
"After leaving, I went to my grandmother’s house.
","इसके बाद मैं अपने मामा के घर चली गई।
"
"Congress leader Rahul Gandhi has admitted that the Emergency imposed on the country during his grandmother Indira Gandhi’s government was a mistake.
","कांग्रेस नेता राहुल गांधी ने इंदिरा गांधी के शासनकाल में लगाए गए आपातकाल को गलत बताया है।
"
"New Delhi: Karan Johar recently on Instagram shared a childhood picture including his grandmother and mother, Hiroo Johar.
","हाल ही में मदर्स डे पर करण देओल ने इंस्टाग्राम पर मां पूजा देओल और भाई राजवीर के साथ अपनी बचपन की एक फोटो शेयर की है।
"
"His mother and grandmother were wounded.
","अपनी सास और साली को भी घायल कर दिया.
"
"Also, Ranveer ‘s paternal grandfather and Sonam Kapoor’s maternal grandmother were siblings.
","यानि कि सोनम कपूर के नाना और रणवीर सिंह के दादाजी, भाई - बहन थे।
"
"The child lived with his grandmother in the village.
","गांव में चाचा के साथ रह रही थी।
"
"She wasn't just my grandmother, she was my parent, my teacher...
","वह केवल मेरी माँ ही न थी, अध्यापिका भी थी ।
"
"Neetu Kapoor shared a family picture along with Ranbir’s grandmother Krishna Kapoor and other family members on Instagram.
","नीतू कपूर ने इंस्‍टाग्राम पर पोस्‍ट किए गए एक फैमिली फोटो से कटरीना कैफ को हटा दिया था।
"
"Nakul Kaushik (Ayushmann Khurrana) lives with his parents (Gajraj Rao and Neena Gupta), grandmother (Surekha Sikri) and a younger brother Ghullan (Shardul Rana).
","इनके परिवार में इनकी पत्नी (नीना गुप्ता), बड़ा बेटा नकुल (आयुष्मान खुराना) मां (सुरेखा सीकरी) और छोटा बेटा गूलर होते है.
"
"When the girl did not reach grandmother's house even after a long time, the family started searching for her.
","काफी देर बाद भी घर नहीं लौटने पर परिजन किशोरी को खोजने निकले।
"
"The child lives with his grandmother.
","बच्ची अपनी फूफी के पास रहती है।
"
"The accused fled when the girl’s grandmother came.
","युवती की बहन के पहुंचने पर आरोपी वहां से भागा।
"
"His grandmother and grandfather live there.
","उसके चाचा व भाई वहीं रहते हैं।
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","उसकी मां हिन्दू बतायी जा रही है और पिता मुस्लिम।
"
"The girl's mother had died and she lived with her grandmother, police said.
","पुलिस का कहना है कि मां के निधन के बाद वह बच्ची अपनी चाची के साथ रहती है।
"
"They named her Lilibet ‘Lili’ Diana Mountbatten-Windsor, a nod to Harry's grandmother, Queen Elizabeth II and mother, Princess Diana.
","प्रिंस हैरी और मेगन मर्केल की दूसरी संतान का नाम महारानी एजिलाबेथ द्वितीय और हैरी की मां डायना के नाम पर लिलिबेट 'लिली' डायना माउंटबेटन-विंडसर रखा गया है।
"
"Both his mother and his grandmother were very supportive.
","इनफैक्ट मां और पापा दोनों ने भी काफी साथ दिया।
"
"At the age of 12 his grandmother died.
","12 बरस की उम्र में पिता का निधन हो गया था
"
"Her grandmother was Hindu, her grandfather British and father Armenian Christian.
","उनके पिता हिंदू सिंधी और मां ब्रिटिश क्रिश्चन थी।
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","इसके बाद पुलिस थाने में चाचा-भतीजे के खिलाफ शिकायत दर्ज कराई।
"
"The child lived with his grandmother in the village.
","मृतका गांव में अपने बाबा के साथ रहती थी।
"
"His wife and grandmother were then arrested.
","इसके बाद उनके पति और सास को गिरफ़्तार कर लिया गया।
"
"His grandmother Vijaya Raje was among founder members of BJP.
","उनकी मां विजय राजे की गिनती भाजपा के प्रमुख नेताओं में होती थी.
"
"Both my grandmothers died when I was a child.
","मेरे माता-पिता दोनों का ही देहांत हो गया था ,जब मैं छोटा सा था।
"
"At my grandmother's house.
","मेरी मामा के ससुराल में.
"
"The grandmother informed the girl’s mother.
","सहेली ने इस बात की सूचना लड़की की मां को दी।
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","इसके बाद बहन ने महिला थाना पुलिस को शिकायत दी।
"
"His parents died when he was small and his grandmother had raised him.
","कम उम्र में ही उनके माता-पिता का निधन हो गया, जिसके बाद बड़ी बहन ने उन्हें पाला।
"
"The child lives with his grandmother.
","एक बेटी बुआ के साथ रहती है।
"
"When the girl did not reach grandmother's house even after a long time, the family started searching for her.
","काफी समय बाद भी जब बच्ची घर नहीं लौटी तो स्वजन उसकी तलाश करने लगे।
"
"The accused fled when the girl’s grandmother came.
","किशोरी के चाचा के पहुंचने पर आरोपी भाग निकले।
"
"Car crashes into tree killing infant : Father sustains serious injuries; mother, grandmother also hospitalised
","खाई में गिरी कार, पिता की मौत, मां-बेटा घायल
"
"After the boy&s death, his grandmother lodged a complaint with the city police alleging his mother had killed him.
","बेटी की मौत के बाद मां ने पड़ोसी युवक पर बेटी को जान से मारने का आरोप लगाते हुए पुलिस को तहरीर दी है.
"
"After the death of her grandmother, she came from maternal uncle's house.
","मां की मौत के बाद आया था मौसी के घर
"
"This was my grandmother.
","ये मेरे चचेरे मामा थे।
"
"Karisma Kapoor shared a picture with her grandmother, Krishna Raj Kapoor, on her Instagram account.
","करिश्मा कपूर ने अपने इंस्टाग्राम की स्टोरी में राज कपूर और कृष्णा राज कपूर की तस्वीर शेयर की।
"
"Congratulations on becoming a grandmother!
","बधाई भाभीजी मां बनने वाली हैं!
"
"The victim’s grandmother and sisters were also injured in the attack.
","इस हमले में किसान के भाई भाभी तथा पौत्र भी घायल हो गया।
"
"""Amada was my grandmother's name.
","“वह नाम तो अम्मी ने रखा था।
"
"“My mother, grandmother and brother are my pillars of strength.
","– ‘मैं, मेरी मां और छोटा भाई पिता के ही सहारे हैं।
"
"“I heard the story from my grandmother when I was a child.
","""बचपन में एक कहानी सुनी थी।
"
"They are someone's grandmother, grandfather, dad, mom, sister or brother.
","भाई या रिश्तेदार के भाई हैं, चाचा, मामा, फूफा, ससुर, जीजा या कोई ससुराली संबंधी हैं।
"
"Both her grandmother and mother were teachers.
","इनके माता और पिता दोनों अध्यापक थे।
"
"The Congress had also referred to the assassination of former prime ministers Rajiv Gandhi and Indira Gandhi -- Rahul's father and grandmother respectively -- in the letter.
","चिट्ठी में पूर्व पीएम राजीव गांधी और इंदिरा गांधी की हत्या का भी जिक्र है।
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","इसमें लड़की की मां, पिता, भाई आदि घायल हो गए।
"
"After losing her parents at a tender age, she is brought up by her grandmother.
","छोटी सी उम्र में ही अपने माता-पिता को खो दिया इसके बाद उनके मामा ने लालन-पालन किया।
"
"86-year-old grandmother raped in Delhi
","दिल्ली में 86 वर्षीय महिला के साथ रेप
"
"Right from her childhood, she has been residing in the house of her maternal grandmother.
","बचपन से वह अपने मामा-मामी के घर रह रही थी।
"
"Ananya Panday along with parents Chunky Panday & Bhavana Pandey pays her last respects at grandmother Snehlata's prayer meet
","चंकी पांडे ने पत्नी भावना पांडे और बेटी अनन्या पांडे के साथ अपनी मां स्नेहलता को दी प्रेयर मीट में दी अंतिम श्रद्धांजलि
"
"The girl arrived at a polling booth in Patna with her grandmother on a bicycle to cast her vote.
","पटना के एक बूथ पर एक लड़की साइकिल से अपने मतदान केंद्र पर पहुंची.
"
"The girl's grandmother and brother were present at the house during the time of the incident.
","घटना के वक्त लड़की का भाई और जीजा मौजूद था।
"
"The Congress had also referred to the assassination of former prime ministers Rajiv Gandhi and Indira Gandhi -- Rahul's father and grandmother respectively -- in the letter.
","कांग्रेस ने चिट्ठी में पूर्व प्रधानमंत्री इंदिरा गांधी और राजीव गाधी का भी जिक्र किया है।
"
"“No,” his grandmother replied.
","“नहीं बेटी | पिताजी ने उत्तर दिया ।
"
"His grandmother Vijaya Raje was among founder members of BJP.
","भाजपा उपाध्यक्ष वसुंधरा राजे की मां विजयाराजे भाजपा की संस्थापक सदस्य थीं.
"
"My grandmother was a great storyteller.
","मेरे नाना बहुत बड़े कथाबाचक थे ।
"
"Mumbai: Bollywood actress Sara Ali Khan shared an adorable throwback photograph and thanked her grandmother for creating her mother Amrita Singh.
","मुंबई: बॉलीवुड एक्ट्रेस सारा अली खान ने अपनी मां व अभिनेत्री अमृता सिंह के लिए भावुक कविता पोस्ट की है।
"
"He calls his grandmother ‘mumma’.
","” वह अपनी मां को “अम्मी ही कहती है ।
"
"Ashok Kumar, Kishore Kumar and Anup Kumar who are the three great personalities of Indian films are the sons of her grandmother Satirani Devi.
","इनकी माता सतीदेवी थीं, जो हिन्दी फ़िल्मों के मशहूर अभिनेता अशोक कुमार और किशोर कुमार की बहन थीं।
"
"But his grandmother escaped.
","लेकिन उसके अब्बा ने उसे भगा दिया।
"
"The grandmother informed the girl’s mother.
","युवती ने मां को बताया।
"
"But grandmother didn't know her.
","लेकिन माँ को मालूम नहीं था.
"
"A dearly loved wife, mother and grandmother.
","प्यार करने वाले माता-पिता, पत्नी और बेटी।
"
"""We knew my grandmother and father were going to die,"" says Rahul Gandhi
","राहुल गांधी ने कहा कि हमें पता था कि हमारे पिता मरने जा रहे हैं।
"
"Their father and grandmother work in the plantation.
","उसके पिता व बड़े भाई ढाबे पर काम करते हैं।
"
"The accused fled when the girl’s grandmother came.
","युवती की भाभी के आने पर आरोपी भाग गए।
"
"“Forgive me this once, grandmother; I will never do so again.
","“सोरी आंटी प्लीज़ आप मुझे माफ़ कर दो आंटी, मैंने आगे से ऐसा कभी भी नहीं करूँगा.
"
"The FIR has been lodged on the complaint of the student’s grandmother.
","छात्रा की मां के बयान पर एफआईआर दर्ज की गई है।
"
"His grandmother and grandfather live there.
","यहां उनके सास और ससुर रहते हैं.
"
"He lived with his mother and grandmother.
","वो अपनी मां के साथ अपने दादा के पास रहता था.
"
"Her grandmother was the much acclaimed and popular screen icon Nutan, while her great-grandmother Shobhana Samarth was an equally popular actress of her time.
","नूतन की मां शोभना समर्थ अपने समय की मशहूर अभिनेत्री थीं और बहन तनूजा भी अपने समय की मशहूर अभिनेत्री रहीं है.
"
"The minor told her grandmother of what had happened, after which the girl and her family lodged a complaint with the police.
","किशोर की हरकतें बढ़ने पर युवती ने परिजनों इसके बारे में बताया तथा महिला थाना पुलिस को शिकायत दी।
"
"He lives with his grandmother and elder brother.
","वृद्धा भाई और भाभी के साथ रहती है।
"
"The girl lived with her father and her grandmother.
","लड़कियां अपनी माँ और दादा के साथ रहती थीं.
"
"Neena Gupta, who recently played a grandmother in Netflix film Sardar Ka Grandson, will soon release her autobiography Sach Kahun Toh.
","जल्द ही नेटफ्लिक्स की फिल्म सरदार का ग्रैंडसन में नजर आने वालीं सीनियर एक्ट्रेस नीना गुप्ता जल्द ही अपनी ऑटोबायोग्राफी लॉन्च करने जा रही हैं।
"
"BJP worker shoots grandmother, wife. commits suicide
","भाजपा की महिला कार्यकर्ता और उसकी बहन पर चापड़ से हमला,बहन की मौत
"
"4 There were six of us in the family home: me, my mum and dad, my two brothers and my grandmother.
","मेरी फेमली में 4 लोग हे; मैं, मेरी माँ, पिताजी, और मेरा भाई.
"
"After a while my grandmother entered the room.
","कुछ देर बाद मां कमरे के अंदर चली गई।
"
"He had come to the grandmother’s home.
","वह बुआ के घर से लौट रही थी।
"
"The victim’s grandmother and sisters were also injured in the attack.
","इस हमले में मृतक के भाई और भाभी को भी गंभीर चोट आई हैं।
"
"Her family consisted of parents, a grandmother and a younger sister.
","उसके परिवार में मम्मी-पापा, एक छोटी बहन थी।
"
"The girl was residing with her grandmother while her parents stay in Mumbai.
","युवती अपने माता-पिता के साथ बांद्रा मुंबई में रहती थी।
"
"Survivors include two children, her father, three siblings, and her grandmother.
","जेल गए लोगों में पिता, उसके तीन बेटे और दो भतीजे शामिल हैं.
"
"Sharmila's maternal grandmother Latika Tagore was the granddaughter of Rabindranath Tagore's brother Dwijendranath.
","शर्मिला टैगोर की मम्मी रविंद्रनाथ टैग के भाई द्विजेंद्रनाथ की पोती थीं।
"
"Randhir is survived by his grandmother, parents, wife and three children.
","उनके परिवार में पिता राजेंद्र, मां मीना, पत्नी रंजना और तीन बेटियां हैं।
"
"The woman’s grandmother was present in the house at the time of the incident.
","घटना के वक्त घर में बुजुर्ग मां थी।
"
"The girl's grandmother and brother were present at the house during the time of the incident.
","घटना के दौरान पीड़ित बच्ची और उसका छोटा भाई ही घर पर मौजूद था।
"
"""My grandmother asked, 'Why are you crying?
","दाई ने पूछा- “रोती क्यों हो बहन !
"
"Content creator Ankit Jangid shared the video of him dancing with his grandmother.
","वीडियो उनके पोते और कंटेंट क्रिएटर अंकित जांगिड़ ने शेयर किया है.
"
"Her maternal grandmother was Burmese.
","उनकी मां बर्मा की थीं।
"
"As Mark Twain rightly said, “India is the cradle of the human race, the birthplace of human speech, the mother of history, the grandmother of legend, and the great-grandmother of tradition.
","मार्क ट्वेन ने कहा था- “भारतभूमि मानव जाति की उद्‌गम स्थली है, मनुष्य की वाणी की जन्मस्थली है, इतिहास की जननी है और गाथाओं की महाजननी है और परम्पराओं की अधिष्ठात्री है।
"
"Babur belongs to the lineage of Timur (a Timurid) from his father's side and Chengiz Khan the Mongol from his grandmother's side.
","बाबर पिता पक्ष से तैमूर का वंशज है और मातृ पक्ष से चंगेज खान का।
"
"She’s the grandmother of the house.
","वह मकान मालकिन का भतीजा है।
"
"You can make promise to your, husband, wife, son, daughter as well as grandfather, grandmother, uncle, aunt, friends and anyone.
","आप अपने पुत्र, पुत्री, पति, पत्नी, माता, पिता, भाई, बहन, चाचा, चाची अथवा किसी भी दूसरे संबंधी या फिर अपने किसी मित्र को नॉमिनी बना सकते है.
"
"His grandmother also drowned while trying to save him.
","उसे बचाने के प्रयास में बुआ भी डूब गई।
"
"Asian Mums Network and Cyber-Safe Zone have just launched a campaign to teach Ladies, mums and grandmothers digital media skills and internet safety training and it’s free!
","""""""साइबर-सुरक्षा क्षेत्र अलहमबरा वूमेंस और एशियाई मम्स नेटवर्क ने महिलाओं, माताओं और दादिमाओं के लिए डिजिटल माध्यम कुशलता और इंटरनेट सुरक्षा प्रशिक्षण को पढ़ाने के लिए अभी एक अभियान शुरू किया है !""
"
"The child lives with his grandmother.
","बच्ची अपने मामा के घर रहती है।
"
"Actress Ananya Pandey posted a picture of her maternal and paternal grandmothers.
","अभिनेत्री अनन्या पांडे ने शेयर की दिलकश तस्वीरें
"
"My mother, father and my grandmother were with me.
","मेरे मामा और ताऊजी भी पापा के साथ गए थे.
"
"They killed my grandmother and my father.
","उन्‍होंने मेरे पिता और भाई को पीटा।
"
"During investigation, the police also questioned the girl's grandmother.
","मामले की जांच करते हुए पुलिस ने नाबालिग की मां से भी पूछताछ की है।
"
"Rishi Kapoor and Neetu Kapoor’s daughter Ridhima also posted a tribute to her grandmother.
","नीतू और ऋषि कपूर की बेटी रिद्धिमा ने भी सिमर के लिए बावुक पोस्ट लिखा।
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","जिसके बाद बड़ी बेटी ने छोटी बहन के साथ मिल पुलिस में शिकायत की।
"
"Beloved wife, mother and grandmother.
","प्यार करने वाले माता-पिता, पत्नी और बेटी।
"
"The victim’s grandmother had informed about the incident to the villagers.
","ग्रामीणों ने घटना की सूचना मृतका के मायके वालों को दी।
"
"The child lived with his grandmother in the village.
","किशोरी माँ-बाप के साथ गाँव में रहती थी।
"
"After that, her father and grandmother brought her up.
","इसके बाद उनकी परवरिश उनकी मां और भाई ने की है.
"
"The girl was then residing with her grandmother.
","तब से लड़की वहीं अपने दादा के साथ रहा करती थी।
"
"Both of my grandmothers worked.
","मेरे मॉम-डैड दोनों ही जॉब करते थे।
"
"""She has a 'natural charisma' which has often prompted many to make comparisons with her grandmother and former party president, the late Indira Gandhi.
","उनके पास एक “प्राकृतिक करिश्मा” है, जो अक्सर कई लोगों को पूर्व प्रधानमंत्री दिवंगत इंदिरा गांधी के साथ तुलना करने के लिए प्रेरित करता है.
"
"I’ve become a grandmother.
","में मातृद्रोही हो गया हूँ।
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","उसके बाद लड़की के अंकल ने भी पुलिस में शिकायत दर्ज करवा दी।
"
"Her family consisted of parents, a grandmother and a younger sister.
","इनमें उनका परिवार, उनकी मां और छोटे भाई का परिवार शामिल था.
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","घटना में मां, पुत्र और उसकी बहू गंभीर रूप से घायल हो गए।
"
"The girl lived with her father and her grandmother.
","युवती अपने माता-पिता और बहन के साथ रहती थी।
"
"The boys are currently living with their paternal grandmother.
","फिलहाल वे बच्चे अपने सगे चाचा के साथ रहते हैं।
"
"Ranbir Kapoor's mom Neetu Singh recently posted this picture on Instagram wherein, cool Ranbir is seen spending fun moment with his gorgeous grandmother, Krishna Raj and both having a drink together.
","हाल ही में रणबीर की माँ नीतू ने अपने इंस्टाग्राम पर एक फोटो पोस्ट की जिसमे रणबीर की भांजी सारा नजर आ रही है.
"
"Both her mother and grandmother are teachers.
","मम्मी पापा दोनों ही टीचर है।
"
