eng_Latn,mal_Mlym
"""""""I told you he wasn't here... I never said he was my brother-in-law.""""""
","""""""ഞാൻ പറഞ്ഞല്ലോ തന്റെ ആരുമിവിടെയില്ല. . . ഇവിടെയുള്ളത് എന്റെ ചേച്ചിയാണ്.""
"
"""""""That was my brother-in-law.""
","""""""അത് എന്റെ കെട്ടിയവൻ കുണ്ടൻ ആയിരുന്നു.""
"
"""""""What a lovely tree"""" I said to my brother-in-law.""
","""""""എന്ത് ഭംഗി നിന്റെ പൂറിന്"""" ഞാൻ ആർത്തിയോടെ പറഞ്ഞു.""
"
"""8 Then Judah said to Onan, """"Go in to your brother's wife and perform the duty of a brother-in-law to her, and raise up offspring for your brother.""""""
","8: അപ്പോൾ യൂദാ ഓനാനെ വിളിച്ചു പറഞ്ഞുഃ നിന്റെ സഹോദരന്റെ ഭാര്യയെ വിവാഹം ചെയ്ത് സഹോദരനുവേണ്ടി സന്താനങ്ങളെ ജനിപ്പിക്കുക.
"
"""8 Then Judah said to Onan, """"Go in to your brother's wife and perform the duty of a brother-in-law to her; raise up offspring for your brother.""""""
","8: അപ്പോൾ യൂദാ ഓനാനെ വിളിച്ചു പറഞ്ഞുഃ നിന്റെ സഹോദരന്റെ ഭാര്യയെ വിവാഹം ചെയ്ത് സഹോദരനുവേണ്ടി സന്താനങ്ങളെ ജനിപ്പിക്കുക.
"
"""8 Then Judah said to Onan, Go in to your brother's wife, and perform your duty as a brother-in-law to her, and raise up offspring for your brother.""""""
","8 അപ്പോൾ യെഹൂദാ ഔനാനോടുഃ നിന്റെ ജ്യേഷ്ഠന്റെ ഭാര്യയുടെ അടുക്കൽ ചെന്നു അവളോടു ദേവരധർമ്മം അനുഷ്ഠിച്ചു, ജ്യേഷ്ഠന്റെ പേർക്കും സന്തതിയെ ഉളവാക്കുക എന്നു പറഞ്ഞു.
"
"""Christie often stayed at Abney Hall , Cheshire, owned by her brother-in-law, James Watts, basing at least two stories there: a short story """" The Adventure of the Christmas Pudding """" in the story collection of the same name, and the novel After the Funeral.""
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"""Christie often stayed at Abney Hall in Cheshire, owned by her brother-in-law, James Watts, basing at least two stories there: short story """"The Adventure of the Christmas Pudding,"""" in the story collection of the same name, and the novel After the Funeral.""
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"""Christie often stayed at Abney Hall, Cheshire, owned by her brother-in-law, James Watts, basing at least two stories there: a short story """"The Adventure of the Christmas Pudding"""" in the story collection of the same name, and the novel After the Funeral.""
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"""Christie often stayed at Abney Hall, Cheshire, owned by her brother-in-law, James Watts, basing at least two stories there: a short story """"The Adventure of the Christmas Pudding,"""" in the story collection of the same name, and the novel After the Funeral.""
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"""In 1913 he wrote to his brother-in-law: """"I don't know whether there is anyone else at all who remembers my noble father with such sadness.""
","""1913-ൽ, തന്റെ സ്തെപ്ബ്രൊഥെര് എഴുതിഃ """"ഞാന് ആരെയെങ്കിലും അതേ ദുഃഖം എന്റെ മാന്യമായ മാർപ്പാപ്പ ഓർത്തിരിക്കുമാറ് സാധ്യതയില്ല.""
"
"""It's """"Mr. Smith,"""" not """"Jim,"""" even if he is your brother-in-law.""
","""അയാൾ """"മിസ്റ്റർ സ്മിത്ത്,"""" """"ജിം"""" അല്ല, അയാൾ നിങ്ങളുടെ മാതാവ് ആണെങ്കിൽപ്പോലും.""
"
"""The highlight of that initial singles run was a victory against his brother-in-law, Bret """"Hitman"""" Hart, at SummerSlam 1992, held at Wembley Stadium in London, where he won the Intercontinental Championship.""
","ലണ്ടനിലെ വെംബ്ലി സ്റ്റേഡിയത്തിൽ നടന്ന 1992-ലെ സമ്മർസ്ലാമിൽ അദ്ദേഹത്തിന്റെ സഹോദരൻ ബ്രെറ്റ് 'ഹിറ്റ്മാൻ' ഹാർട്ടിനെതിരായ വിജയമായിരുന്നു ആ പ്രാരംഭ സിംഗിൾസ് റണ്ണിന്റെ ഹൈലൈറ്റ്, അവിടെ അദ്ദേഹം ഇന്റർകോണ്ടിനെന്റൽ ചാമ്പ്യൻഷിപ്പ് നേടി.
"
"""When photos of those men appeared in the media, he told us that he had met them at a mosque in Palakkad,"""" said Riyas's brother-in-law, Kaja, who is employed as a driver.""
","""പാലക്കാടിലെ ഒരു മുസ്ലിം പളളിൽവച്ച് അവരെ പരിചയപ്പെട്ടുവെന്ന് അവരുടെ ഫോട്ടോകൾ മാധ്യമങ്ങൾ പുറത്തുവിട്ടപ്പോൾ അവൻ പറഞ്ഞു,"""" ഡ്രൈവറായ റിയാസിന്റെ സഹോദരി ഭർത്താവ് കാജ പറഞ്ഞു.""
"
"""[57] Christie frequently stayed at Abney Hall, Cheshire, which was owned by her brother-in-law, James Watts, and based at least two stories there: a short story """"The Adventure of the Christmas Pudding"""" in the story collection of the same name and the novel After the Funeral .""
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"16-year-old Manjeet Chowdhary, who had completed his Class 10 exams yesterday, was visiting the zoo with his older sister and brother-in-law.
","പത്താംക്ലാസ് പരീക്ഷ തീർന്ന ഇന്നലെ സഹോദരിക്കും സഹോദരി ഭർത്താവിനുമൊപ്പം മൃഗശാലയിൽ എത്തിയതായിരുന്നു പതിനാറുകാരനായ മഞ്ജീത് ചൌധരി.
"
"18-year-old Reshma was attacked by her brother-in-law and his friends.
","ഇതു രേഷ്മ ഖുറേഷി 18-ാം വയസിൽ സഹോദരി ഭർത്താവിന്റെയും സുഹൃത്തുക്കളുടെയും ആസിഡ് ആക്രമണത്തിനിരയായവൾ.
"
"1894: Kang Jeungsan started operating a village school in his brother-in-law's house.
","1894: കാങ് ജ്യൂങ്സൻ തന്റെ അളിയന്റെ വീട്ടിൽ ഒരു ഗ്രാമ വിദ്യാലയം പ്രവർത്തിപ്പിക്കാൻ തുടങ്ങി.
"
"A 22-year-old woman was dragged out of a car and raped in front of her husband and brother-in-law.
","22കാരിയായ യുവതിയെ നാലംഗ സംഘം കാറിൽ നിന്ന് വലിച്ച് പുറത്തിറക്ക് ഭർത്താവിനും സഹോദരനും മുമ്പിലിട്ട് ബലാൽസംഗം ചെയ്തു.
"
"A bomb blast in central Damascus had killed senior Syrian officials including the country's defence minister and Assad's brother-in-law, Assef Shawkat.
","സെൻട്രൽ ഡമസ്കസിൽ നടന്ന ബോംബ് സ്ഫോടനത്തിൽ പ്രതിരോധമന്ത്രിയും ബാഷറിന്റെ സഹോദരീഭർത്താവുമായ ആസിഫ് ഷൌക്കത്തുൾപ്പെടെ സൈന്യത്തിലെ മുതിർന്ന ഉദ്യോഗസ്ഥർ കൊല്ലപ്പെടുകയുണ്ടായി.
"
"A week later he came home with his parents and brother-in-law.
","ഒരാഴ്ച കഴിഞ്ഞ് രഹസ്യമായി വീട്ടിലെത്തി അമ്മയേയും സഹോദരങ്ങളെയും കാണുകയായിരുന്നു.
"
"About 27 years ago, the victim was living in the city with her sister and brother-in-law.
","ഏകദേശം 27 വർഷം മുമ്പ് പെൺകുട്ടി സഹോദരിക്കും ഭർത്താവിനുമൊപ്പം നഗരത്തിൽ താമസിച്ചു വരികയായിരുന്നു.
"
"According to Farook's brother-in-law, Farhan Khan, he and Malik met on a dating website two years ago.
","ഫാറൂഖും മാലിക്കും രണ്ടു വർഷങ്ങൾക്ക് മുമ്പ് ഒരു ഡേറ്റിങ് വെബ്സൈറ്റിലൂടെയാണ് കണ്ടുമുട്ടിയതെന്നാണ് ബന്ധുമായ ഫർഹാൻ ഖാൻ പറയുന്നത്.
"
"Accused's friend, sister and brother-in-law have also been named in the FIR.
","കുറ്റാരോപിതന്റെ സുഹൃത്ത്, സഹോദരി, അമ്മായി എന്നിവർ എഫ്. ഐ. ആറിൽ ഉൾപ്പെടുത്തിയിട്ടുണ്ട്.
"
"After the short reign of Abu Bakr, there were two morecaliph, traditionally called righteous, until in 661 the ruler of the entire Islamic world was finally elected Ali ibn Abu Talib, cousin and brother-in-law of the Prophet Muhammad himself, father of the future Imam Hussein.
","അബൂബക്കർ ഒരു ചുരുങ്ങിയ കാലത്തെ ഭരണത്തിനു 661 ഇസ്ലാമിക ലോകത്ത് ഭരണാധികാരി സമയത്ത് പരമ്പരാഗതമായി നീതിമാന്മാരായി അറിയപ്പെടുന്ന ഖലീഫയുടെ, രണ്ടു കൂടി ശേഷം, ഒടുവിൽ അലി ഇബ്നു അബി ദിർഹമിന് നബിക്ക് ഇമാം ഹുസൈൻ ഭാവി പിതാവിന്റെ മരുമകൻ കസിൻ മകനും തെരഞ്ഞെടുക്കപ്പെട്ടു.
"
"Along with that he has to solve the problems in his dysfunctional family, the fights between his brother and brother-in-law, other family problems.
","അതോടൊപ്പം, പരിഹാര രഹിതമായ തന്റെ കുടുംബത്തിലെ പ്രശ്നങ്ങൾ, സഹോദരന്മാർ തമ്മിലുള്ള വഴക്കുകൾ, മറ്റ് കുടുംബ പ്രശ്നങ്ങൾ എന്നിവ പരിഹരിക്കേണ്ടതുണ്ട്.
"
"At the age of 18, Reshma Qureshi was the victim of an acid attack by her brother-in-law and two other men.
","ഇതു രേഷ്മ ഖുറേഷി 18-ാം വയസിൽ സഹോദരി ഭർത്താവിന്റെയും സുഹൃത്തുക്കളുടെയും ആസിഡ് ആക്രമണത്തിനിരയായവൾ.
"
"Canrin corporate is owned by way of Raj Kundra's brother-in-law.
","രാജ് കുന്ദ്രയുടെ അളിയന്റെ ഉടമസ്ഥതയിലുള്ളതാണ് കെൻറിൻ.
"
"Catherine's sister Mary entered Dickens's Doughty Street household to offer support to her newly married sister and brother-in-law.
","കാതറിൻറെ സഹോദരിയായ മേരി ഹൊഗാർത് പുതുതായി വിവാഹിതയായ അവളുടെ സഹോദരിക്കും ഭർത്താവിനും പിന്തുണ നൽകാൻ ഡിക്കൻസിന്റെ ഡൌഗ്റ്റി തെരുവിലെ വീട്ടിൽ പ്രവേശിച്ചു.
"
"Catherine's younger sister, Mary Scott Hogarth, came with Catherine to Dickens's Doughty Street home to support to her newly married sister and brother-in-law.
","കാതറിൻറെ സഹോദരിയായ മേരി ഹൊഗാർത് പുതുതായി വിവാഹിതയായ അവളുടെ സഹോദരിക്കും ഭർത്താവിനും പിന്തുണ നൽകാൻ ഡിക്കൻസിന്റെ ഡൌഗ്റ്റി തെരുവിലെ വീട്ടിൽ പ്രവേശിച്ചു.
"
"Chanda Kochhar's brother-in-law and Deepak's brother, Rajiv Kochhar, has also been grilled by the ED for over dozens of time in the case.
","ചന്ദാ കൊച്ചറുടെ സഹോദരിയും ദീപക്കിന്റെ സഹോദരൻ രാജീവ് കൊച്ചാറും കേസിലെ നിരവധി തവണ കേസെടുത്തു.
"
"Chanda Kochhar's brother-in-law and Deepak's brother, Rajiv Kochhar, has also been grilled by the ED multiple times for the case.
","ചന്ദാ കൊച്ചറുടെ സഹോദരിയും ദീപക്കിന്റെ സഹോദരൻ രാജീവ് കൊച്ചാറും കേസിലെ നിരവധി തവണ കേസെടുത്തു.
"
"Chanda Kochhar's brother-in-law and Deepak's brother, Rajiv Kochhar, has also been grilled by the ED multiple times in the case.
","ചന്ദാ കൊച്ചറുടെ സഹോദരിയും ദീപക്കിന്റെ സഹോദരൻ രാജീവ് കൊച്ചാറും കേസിലെ നിരവധി തവണ കേസെടുത്തു.
"
"Chanda Kochhar's brother-in-law and Deepak's brother, Rajiv Kochhar, has also been questioned by the ED multiple times in the case.
","ചന്ദാ കൊച്ചറുടെ സഹോദരിയും ദീപക്കിന്റെ സഹോദരൻ രാജീവ് കൊച്ചാറും കേസിലെ നിരവധി തവണ കേസെടുത്തു.
"
"Christie often stayed at Abney Hall, Cheshire, owned by her brother-in-law, James Watts, basing at least two stories there: a short story 'The Adventure of the Christmas Pudding', in the story collection of the same name, and the novel 'After the Funeral'.
","""ക്രിസ്റ്റി ഇടയ്ക്കിടെ ചെഷയറിലെ അബ്നി ഹാളിൽ താമസിച്ചു , അത് അവളുടെ സഹോദരൻ ജെയിംസ് വാട്ട്സിന്റെ ഉടമസ്ഥതയിലായിരുന്നു, അവിടെ കുറഞ്ഞത് രണ്ട് കഥകളെങ്കിലും അടിസ്ഥാനമാക്കിഃ a ചെറുകഥ """" ദി അഡ്വഞ്ചർ ഓഫ് ദി ക്രിസ്മസ് പുഡ്ഡിംഗ് """" അതേ പേരിലുള്ള കഥാ സമാഹാരത്തിലും ശവസംസ്കാരാനന്തര നോവലിലും .""
"
"Deeply regretted by her sons Tony, Michael, Pascal, Enda & David, daughters Dolores & Ita, brothers, sister, sisters-in-law, brother-in-law, daughters-in-law, sons-in-law, her 22 grandchildren and 26 great-grandchildren, nephews, nieces, neighbours, relatives and a large circle of friends.
","അഗാധമായി പുത്രന്മാർ ടോണി, മൈക്കൽ, പാസ്കൽ വിംബിള്ഡണ്, ഡേവിഡ്, പുത്രിമാർ പേരക്കുട്ടികളുടെ & പെരിങ്ങ്സേ സഹോദരന്മാരേ, സഹോദരി, സഹോദരിമാർ-ഇൻ-നിയമം, അനിയന്,-ൽ നിയമം, പുത്രന്മാർ-ഇൻ-നിയമം, അവളുടെ 22 ഖേദം പേരക്കുട്ടികളും 26 വലിയ-കൊച്ചുമക്കളും, പൌത്രന്മാരും, മരുമക്കളും, അയൽക്കാർ, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ ഒരു വലിയ സർക്കിൾ.
"
"Erkan said the he preferred Mihriban over Fehime, which was verified by Ahmet's brother-in-law.
","ഫെഹിമിനേക്കാൾ താൻ മിഹ്രിബാനെയാണ് ഇഷ്ടപ്പെടുന്നതെന്ന് എർകാൻ പറഞ്ഞു, ഇത് അഹ്മത്തിന്റെ സഹോദരൻ പരിശോധിച്ചു.
"
"Farooq's named emerged during the questioning of the late Mirchi's brother-in-law Muqtar Patka, who would handle the land-related affairs of Mirchi in India.
","ഇന്ത്യയിലെ മിർച്ചിയുടെ ഭൂമിയുമായി ബന്ധപ്പെട്ട കാര്യങ്ങൾ കൈകാര്യം ചെയ്തിരുന്ന പരേതനായ മിർച്ചിയുടെ ഭാര്യാ സഹോദരൻ മുക്തർ പട്കയെ ചോദ്യം ചെയ്തപ്പോഴാണ് ഫാറൂഖിന്റെ പേര് പുറത്തുവന്നത്.
"
"Following the air strikes, India's foreign ministry said it had hit a training camp run by JeM founder Masood Azhar's brother-in-law, Yousuf Azhar.
","ജെയ്ഷേ മുഹമ്മദ് സ്ഥാപകൻ മസൂദ് അസറിന്റെ ബന്ധു യൂസുഫ് അസ്ഹർ നടത്തുന്ന പരിശീലന ക്യാംപ് തകർത്തുവെന്നാണ് ഇന്ത്യൻ വിദേശകാര്യ മന്ത്രലായം വ്യോമാക്രമണത്തിനു പിന്നാലെ പറഞ്ഞത്.
"
"For example, your brother-in-law might be able to do your business taxes using a tax preparation software, but paid tax preparers must register with the IRS and receive a PTIN (paid taxpayer ID).
","ഉദാഹരണത്തിന്, നിങ്ങളുടെ മരുമകൾ ഒരു നികുതി തയ്യാറാക്കൽ സോഫ്റ്റ്വെയർ ഉപയോഗിച്ച് നിങ്ങളുടെ ബിസിനസ്സ് നികുതികൾ ചെയ്യാൻ കഴിയുന്നു, എന്നാൽ നികുതി അടയ്ക്കുന്നവർ ഐ. ആർ. എസ് ഉപയോഗിച്ച് രജിസ്റ്റർ ചെയ്ത് ഒരു പി ടി ഐ (പേയ്മെന്റ് ടാക്സ് പേയർ ഐഡി) സ്വീകരിക്കണം.
"
"For instance, Joel Matip's grandfather and his brother-in-law Martin are also doctors.
","ഉദാഹരണത്തിന്, ജോയൽ മാപ്പിൻറെ മുത്തച്ഛനും സഹോദരൻ മാർട്ടിൻ മാർട്ടിൻസും ഡോക്ടർമാരാണ്.
"
"Hafiz Saeed's brother-in-law arrested in Pakistan.
","ഹാഫിസ് സയീദിന്റെ ബന്ധു പാകിസ്താനിൽ അറസ്റ്റിൽ
"
"He is the brother-in-law of Chief Minister Conrad Sangma.
","മുഖ്യമന്ത്രി കോൺറാഡ് സാങ്മയുടെ സഹോദരി.
"
"He said Kejriwal's brother-in-law made a Rs 50 crore deal.
","കെജ്രിവാളിന്റെ ഭാര്യാ സഹോദരൻ 50 കോടിയുടെ ഭൂമി ഇടപാട് നടത്തിയതിന് തെളിവുണ്ടെന്ന് അദ്ദേഹം പറഞ്ഞു.
"
"Her brother-in-law John Hill worked for the East India Company's civil service in Bengal.
","ബംഗാളിൽ എൻ്റെ കസിൻ ജോൺ സ്റ്റീൽ , ഈസ്റ്റ് ഇന്ത്യാ കമ്പനിയിൽ ജോലിയെടുക്കുന്നുണ്ടായിരുന്നു .
"
"His brother-in-law, General Mounir Thabet, reported to the AFP news agency that Mubarak passed away at Cairo's Galaa military hospital.
","കയ്റോയിലെ ഗലാ മിലിട്ടറി ഹോസ്പിറ്റലിലാണ് അന്ത്യമെന്ന് ഭാര്യാസഹോദരൻ ജനറൽ മൊനീർ താബെറ്റ് വാർത്താ ഏജൻസിയായ എ എഫ് പിയോട് പറഞ്ഞു.
"
"His brother-in-law, General Mounir Thabet, told AFP news agency he passed away at Cairo's Galaa military hospital.
","കയ്റോയിലെ ഗലാ മിലിട്ടറി ഹോസ്പിറ്റലിലാണ് അന്ത്യമെന്ന് ഭാര്യാസഹോദരൻ ജനറൽ മൊനീർ താബെറ്റ് വാർത്താ ഏജൻസിയായ എ എഫ് പിയോട് പറഞ്ഞു.
"
"His brother-in-law, General Mounir Thabet, told the Media he passed away at Cairo's Galaa military hospital.
","കെയ്റോയിലെ ഗാല മിലിറ്ററി ഹോസ്പിറ്റലിൽ വെച്ചാണ് മുബാറക് മരിച്ചതെന്ന് അദ്ദേഹത്തിൻറെ ബന്ധു ജനറൽ മോനീർ ഥാബെറ്റ് അറിയിച്ചു.
"
"His relatives who were killed in the accident include O.P Singh, the brother-in-law of Sushant Singh Rajput and other relatives.
","അപകടത്തിൽ മരിച്ചവരിൽ ഹരിയാന എ. ഡി. ജി. പി ഒപി സിങ്ങിന്റെ ഭാര്യാ സഹോദരനും മറ്റ് ബന്ധുക്കളും ഉൾപ്പെടുന്നു.
"
"In March 2016, Bajrangi's younger brother-in-law Pushpajeet, who looked after his business, was killed in Lucknow.
","2016 മാർച്ചിൽ, ബജ്രംഗിയുടെ ബിസിനസുകൾ നോക്കി നടത്തിയിരുന്ന ഭാര്യാ സഹോദരൻ പുഷ്പജീത്ത് വെടിയേറ്റു മരിച്ചു.
"
"In March 2016, Bajrangi's younger brother-in-law, who looked after his business, Pushpajeet was killed in Lucknow.
","2016 മാർച്ചിൽ, ബജ്രംഗിയുടെ ബിസിനസുകൾ നോക്കി നടത്തിയിരുന്ന ഭാര്യാ സഹോദരൻ പുഷ്പജീത്ത് വെടിയേറ്റു മരിച്ചു.
"
"Indian police also think that a fake company set up by Kundra and his brother-in-law was registered in the UK to avoid India's tough cyber-laws.
","ഇന്ത്യൻ സൈബർ നിയമങ്ങൾ മറികടക്കുന്നതിനായി കുന്ദ്രയും സഹോദരനും ചേർന്നു സ്ഥാപിച്ച കമ്പനി യുകെയിൽ രജിസ്റ്റർ ചെയ്യുകയായിരുന്നെന്നും ആരോപണമുണ്ട്.
"
"Indian police believe that a fake company set up byRaj Kundra and his brother-in-law was registered in the UK to avoid India's tough cyber-laws.
","ഇന്ത്യയിലെ സൈബർ നിയമങ്ങളെ മറികടക്കാൻ രാജ് കുന്ദ്രയും സഹോദരനും ചേർന്ന് യുകെയിൽ ഒരു കമ്പനി രജിസ്റ്റർ ചെയ്തെന്നാണ് പൊലീസിൻറെ കണ്ടെത്തൽ.
"
"July 2010 A group of Maoists stormed into the house of Congress leader Avdesh Gautam in Dantewada district and brutally killed his 15-year-old brother-in-law and an associate
","2010ൽ ദന്തേവാദ ജില്ലയിലെ കോൺഗ്രസ് നേതാവ് അവ്ദേശ് ഗൌതമിന്റെ വീട്ടിൽ കയറുകയും 15 വയസ്സുള്ള മരുമകനേയും മറ്റൊരു ഉദ്യോഗസ്ഥനേയും കൊലപ്പെടുത്തി. . മറുനാടൻ ഡെസ്ക്
"
