eng_Latn,mal_Mlym
"KOLLAM: Mukesh, brother-in-law of Kiran Kumar, will be questioned again in the Vismaya case.
","കൊല്ലംഃ വിസ്മയ കേസിൽ കിരണിൻറെ സഹോദരി ഭർത്താവ് മുകേഷിനെ വീണ്ടും ചോദ്യംചെയ്യും.
"
"Lakshmi leaves the temple and avenges the insult by cursing her husband and elder brother-in-law to go through a prolonged ordeal without food, water or shelter.
","ഭക്ഷണമോ വെള്ളമോ പാർപ്പിടമോ ഇല്ലാതെ നീണ്ട പരീക്ഷണത്തിലൂടെ കടന്നുപോകാൻ ലക്ഷ്മി ക്ഷേത്രം വിട്ട് ഭർത്താവിനെയും മൂത്ത സഹോദരനെയും ശപിച്ചുകൊണ്ട് അപമാനത്തിന് പ്രതികാരം ചെയ്യുന്നു.
"
"Lakshmi leaves the temple, and lakshki the insult by cursing her husband and elder brother-in-law to go through a prolonged ordeal without food, water or shelter.
","ഭക്ഷണമോ വെള്ളമോ പാർപ്പിടമോ ഇല്ലാതെ നീണ്ട പരീക്ഷണത്തിലൂടെ കടന്നുപോകാൻ ലക്ഷ്മി ക്ഷേത്രം വിട്ട് ഭർത്താവിനെയും മൂത്ത സഹോദരനെയും ശപിച്ചുകൊണ്ട് അപമാനത്തിന് പ്രതികാരം ചെയ്യുന്നു.
"
"Lakshmi left the temple, but she avenged the insult by cursing her husband and elder brother-in-law to go through a prolonged ordeal without food, water or shelter.
","ഭക്ഷണമോ വെള്ളമോ പാർപ്പിടമോ ഇല്ലാതെ നീണ്ട പരീക്ഷണത്തിലൂടെ കടന്നുപോകാൻ ലക്ഷ്മി ക്ഷേത്രം വിട്ട് ഭർത്താവിനെയും മൂത്ത സഹോദരനെയും ശപിച്ചുകൊണ്ട് അപമാനത്തിന് പ്രതികാരം ചെയ്യുന്നു.
"
"Laxmi leaves the temple, and avenges the insult by cursing her husband and elder brother-in-law to go through a prolonged ordeal without food, water or shelter.
","ഭക്ഷണമോ വെള്ളമോ പാർപ്പിടമോ ഇല്ലാതെ നീണ്ട പരീക്ഷണത്തിലൂടെ കടന്നുപോകാൻ ലക്ഷ്മി ക്ഷേത്രം വിട്ട് ഭർത്താവിനെയും മൂത്ത സഹോദരനെയും ശപിച്ചുകൊണ്ട് അപമാനത്തിന് പ്രതികാരം ചെയ്യുന്നു.
"
"Laxmi left the temple and avenged the insult by cursing her husband and brother-in-law to go through a prolonged ordeal without food, water and shelter.
","ഭക്ഷണമോ വെള്ളമോ പാർപ്പിടമോ ഇല്ലാതെ നീണ്ട പരീക്ഷണത്തിലൂടെ കടന്നുപോകാൻ ലക്ഷ്മി ക്ഷേത്രം വിട്ട് ഭർത്താവിനെയും മൂത്ത സഹോദരനെയും ശപിച്ചുകൊണ്ട് അപമാനത്തിന് പ്രതികാരം ചെയ്യുന്നു.
"
"Malayalam film director K. G. George is his brother-in-law.
","മലയാള ചലച്ചിത്ര സംവിധായകൻ കെ. ജി. ജോർജ്ജ് അദ്ദേഹത്തിന്റെ സഹോദരീ ഭർത്താവ് ആണ്.
"
"Meanwhile, celebrities and fans have been flocking the Mumbai residence of Anil Kapoor, brother-in-law to the actress.
","അതേസമയം, ശ്രീദേവിയുടെ ഭതൃസഹോദരനും നടനുമായ അനിൽ കുമാറിന്റെ മുംബൈയിലെ വസതിയിലേക്ക് സെലിബ്രിറ്റികളും ആരാധകരും ഒഴുകുകയാണ്.
"
"Meanwhile, celebrities and fans have been flocking to the Mumbai residence of Anil Kapoor, brother-in-law of the actress.
","അതേസമയം, ശ്രീദേവിയുടെ ഭതൃസഹോദരനും നടനുമായ അനിൽ കുമാറിന്റെ മുംബൈയിലെ വസതിയിലേക്ക് സെലിബ്രിറ്റികളും ആരാധകരും ഒഴുകുകയാണ്.
"
"Meanwhile, celebrities and fans have been flocking to the Mumbai residence of Anil Kapoor, the brother-in-law to the actress.
","അതേസമയം, ശ്രീദേവിയുടെ ഭതൃസഹോദരനും നടനുമായ അനിൽ കുമാറിന്റെ മുംബൈയിലെ വസതിയിലേക്ക് സെലിബ്രിറ്റികളും ആരാധകരും ഒഴുകുകയാണ്.
"
"Months later, Eric's brother Benjamin LeBaron and brother-in-law Luis Widmar Stubbs were murdered.
","രണ്ടു മാസത്തിനു ശേഷം സഹോദരനായ ആക്ടിവിസ്റ്റ് ബെഞ്ചമിൻ ലെബറോൺ, ഭാര്യാസഹോദരൻ ലൂയിസ് വിഡ്മർ എന്നിവർ വെടിവയ്പിൽ കൊല്ലപ്പെട്ടു.
"
"Moving on to his extended family, we know of Jan Gunnar Eide who poses as Haaland's brother-in-law (married to Gabrielle).
","അദ്ദേഹത്തിന്റെ വിപുലമായ കുടുംബത്തിലേക്ക് നീങ്ങുമ്പോൾ, ഹാലാൻഡിന്റെ സഹോദരൻ (ഗബ്രിയേലിനെ വിവാഹം കഴിച്ചു) ആയി അവതരിപ്പിക്കുന്ന ജാൻ ഗുന്നർ ഈഡിനെക്കുറിച്ച് നമുക്കറിയാം.
"
"Mumbai Police claimed that Kundra and his brother-in-law Pradeep Bakshi were running an international porn racket through their content production companies in India and the UK.
","കുന്ദ്രയും ബന്ധുവായ പ്രദീപ് ബക്ഷിയും ഇന്ത്യയിലും യുകെയിലുള്ള കണ്ടന്റ് പ്രൊഡക്ഷൻ കമ്പനികളിലൂടെയാണ് ഇത്തരം സിനിമകൾ നിർമിച്ചിരുന്നതെന്നും മുംബൈ പൊലീസ് വ്യക്തമാക്കി.
"
"Music composer Kannur Rajan is his brother-in-law.
","സംഗീതസംവിധായകൻ കണ്ണൂർ രാജൻ സഹോദരീഭർത്താവ് ആണ്.
"
"My brother-in-law became a doctor today.
","എന്റെ ഏട്ടന്റെ പേരക്കുട്ടി ഇന്ന് ഡോക്ടർ ആണ്.
"
"My sister and brother-in-law ... Continue reading →
","നമ്മുടെ അമ്മ, അമ്മയുടെ സഹോദരി . . . Continue reading →
"
"Next articleHafiz Saeed's brother-in-law arrested in Pakistan
","Next articleമുംബൈ ഭീകരാക്രമണത്തിന്റെ സൂത്രധാരൻ ഹാഫിസ് സയിദ് പാകിസ്ഥാനിൽ അറസ്റ്റിൽ
"
"Police have registered a case against six people including her husband and brother-in-law.
","യുവതിയുടെ ഭർത്താവിനും ഭർത്താവിന്റെ അമ്മയും സഹോദരിയുമടക്കം ആറു പേർക്കെതിരേ പോലീസ് കേസ് രജിസ്റ്റർ ചെയ്തിട്ടുണ്ട്.
"
"Rahul Mondal breaks down while hugging his sister and brother-in-law as they prepare to go
","സഹോദരിയും സഹോദരീ ഭർത്താവും യാത്രയാകുന്ന നേരം അവരെ കെട്ടിപ്പിടച്ച് കരയുന്ന രാഹുൽ മണ്ഡൽ
"
"Sammy would take his brother-in-law, Martin Alwis, as well as another drinking buddy, Wimalasdasa de Alwis, to the Moratua tavern.
","സാമി തന്റെ സഹോദരൻ മാർട്ടിൻ അൽവിസിനെയും മറ്റൊരു മദ്യപാനിയായ വിമലാസ്ദാസ ഡി അൽവിസിനെയും മൊറാറ്റുവ ഭക്ഷണശാലയിലേക്ക് കൊണ്ടുപോകുമായിരുന്നു.
"
"Shortly after their marriage, the couple emigrated to New South Wales and settled in Lithgow, joining Cook's brother-in-law and a number of other former miners from Silverdale.
","വിവാഹത്തിന് തൊട്ടുപിന്നാലെ, ദമ്പതികൾ ന്യൂ സൌത്ത് വെയിൽസിലേക്ക് കുടിയേറി ലിത്ത്ഗോയിൽ സ്ഥിരതാമസമാക്കി, കുക്കിന്റെ സഹോദരനും സിൽവർഡെയ്ലിൽ നിന്നുള്ള നിരവധി മുൻ ഖനിത്തൊഴിലാളികളും ചേർന്നു.
"
"So far, celebrities and fans have been flocking to the Mumbai residence of Anil Kapoor, brother-in-law to the actress.
","അതേസമയം, ശ്രീദേവിയുടെ ഭതൃസഹോദരനും നടനുമായ അനിൽ കുമാറിന്റെ മുംബൈയിലെ വസതിയിലേക്ക് സെലിബ്രിറ്റികളും ആരാധകരും ഒഴുകുകയാണ്.
"
"Sridevi's brother-in-law Sanjay Kapoor confirmed the news to The Indian Express.
","ബോണി കപൂറിന്റെ സഹോദരൻ സഞ്ജയ് കപൂറാണ് ഇന്ത്യൻ എക്സ്പ്രസ്സിനോട് ശ്രീദേവിയുടെ മരണവാർത്ത സ്ഥിരീകരിച്ചത്.
"
"Sridevi's brother-in-law Sanjay Kapoor told Indian Express that she died at around 11.30 pm local time in Dubai.
","ഇന്നലെ രാത്രി 11.30 ഓടെ ദുബായിൽ വച്ചായിരുന്നു മരണമെന്ന് ശ്രീദേവിയുടെ ഭർതൃ സഹോദരൻ സഞ്ജയ് കപൂർ ഇന്ത്യൻ എക്സ്പ്രസിനോട് പറഞ്ഞു.
"
"Sunil Singh, the brother-in-law of BJP MP Arjun Singh, had switched over to the BJP a few months ago.
","ബിജെപി എംപി അർജുൻ സിങ്ങിന്റെ ബന്ധുവായ സുനിൽ സിങ് കുറച്ചുമാസങ്ങൾക്കു മുൻപാണ് ബിജെപിയിലെത്തിയത്.
"
"The ED suspected that Faisal and his brother-in-law Irfan Siddiqui were close to the Sandesara brothers.
","ഫൈസലിനും ഇർഫാൻ സിദ്ദിഖിയ്ക്കും സന്ദേസര സഹോദരങ്ങളുമായി അടുത്ത ബന്ധമുണ്ടെന്നാണ് ഇ. ഡിയുടെ കണ്ടെത്തൽ.
"
"The company was founded by Herbert Marcus, his sister, Carrie Marcus Neiman, and his brother-in-law, Al Neiman.
","കമ്പനിയായ ഹെർബർട്ട് മാർക്കസ്, അദ്ദേഹത്തിന്റെ സഹോദരി, കാരി മാർക്കസ് നിമമാൻ, അദ്ദേഹത്തിന്റെ അച്ഛൻ അൽ നമീമാൻ എന്നിവരാണ് സ്ഥാപിച്ചത്.
"
"The family was returning from a function in the woman's brother-in-law's car when they stopped near the Business Park Tower in Sector 56.
","വിവാഹ ചടങ്ങിൽ പങ്കെടുത്ത ശേഷം ഭതൃ സഹോദരന്റെ കാറിൽ മടങ്ങുകയായിരുന്ന കുടുംബം സെക്ടർ 56 ലെ ബിസിനസ് പാർക്ക് ടവറിന് സമീപം വച്ച് വാഹനം നിർത്തി.
"
"The film begins on the night of August 3, 2013, with Jose, a convict, on the run from the police for killing his brother-in-law.
","2013 ഓഗസ്റ്റ് 3 ന് രാത്രിയിൽ, ജോസ് എന്ന കുറ്റവാളിയുമായി തന്റെ സഹോദരനെ കൊന്ന കുറ്റത്തിന് പോലീസിൽ നിന്ന് ഒളിച്ചോടുന്നതായാണ് ചിത്രം ആരംഭിക്കുന്നത്.
"
"The movie marks the first time Salman Khan will be sharing screen space with his brother-in-law Aayush Sharma, who is married to Arpita Khan.
","സഹോദരി അർപിത ഖാൻ ശർമയുടെ ഭർത്താവ് ആയുഷ് ശർമയുമായി സൽമാൻ ഖാൻ ആദ്യമായി സ്ക്രീൻ പങ്കിടുന്നതായി ചിത്രത്തിൽ കാണാം.
"
"The police have arrested eight persons affiliated with the RSS, including Faisal's brother-in-law Vinodh in connection with the murder.
","ഫൈസലിന്റെ സഹോദരീ ഭർത്താവായ വിനോദ് ഉൾപ്പെടെയുള്ള എട്ട് ആർഎസ്എസ് പ്രവർത്തകരെയാണ് കൊലപാതകവുമായി ബന്ധപ്പെട്ട് പോലീസ് അറസ്റ്റ് ചെയ്തിട്ടുള്ളത്
"
"The protagonist is looking for his brother-in-law, Bulbul, through years of marriage.
","ശൈശവ വിവാഹത്തിലൂടെ തൻറെ സഹോദരൻറെ ഭാര്യയായ ബുൾബുൾ എന്ന പെൺകുട്ടിയെ വർഷങ്ങളുടെ ഇടവേളയ്ക്കു ശേഷം അന്വേഷിച്ചുപോവുകയാണ് നായക കഥാപാത്രം.
"
"This allowed him to identify the use of nicotine as a poison in the Bocarmé murder case, providing the evidence needed to convict the Belgian Count Hippolyte Visart de Bocarmé of killing his brother-in-law.
","ബൊകാർമ കൊലപാതകക്കേസിൽ നിക്കോട്ടിൻ ഒരു വിഷമായി തിരിച്ചറിയുന്നതിന് ഇത് അദ്ദേഹത്തെ അനുവദിക്കുകയും ബെൽജിയൻ കൌണ്ട് ഹിപ്പോലൈറ്റ് വിസാർട്ട് ഡി ബോകാർമിനെ സഹോദരനെ കൊന്ന കുറ്റത്തിന് ശിക്ഷ നൽകാൻ ആവശ്യമായ തെളിവുകൾ ഇത് നൽകുകയും ചെയ്തു.
"
"This allowed him to identify the use of nicotine as a poison in the famous Bocarmé murder case, providing the evidence needed to convict the Belgian Count Hippolyte Visart de Bocarmé of killing his brother-in-law.
","ബൊകാർമ കൊലപാതകക്കേസിൽ നിക്കോട്ടിൻ ഒരു വിഷമായി തിരിച്ചറിയുന്നതിന് ഇത് അദ്ദേഹത്തെ അനുവദിക്കുകയും ബെൽജിയൻ കൌണ്ട് ഹിപ്പോലൈറ്റ് വിസാർട്ട് ഡി ബോകാർമിനെ സഹോദരനെ കൊന്ന കുറ്റത്തിന് ശിക്ഷ നൽകാൻ ആവശ്യമായ തെളിവുകൾ ഇത് നൽകുകയും ചെയ്തു.
"
"What is your brother-in-law's name, then can I call him?
","നിങ്ങളുടെ അളിയന്റെ പേര് എന്താണ്, പിന്നെ എനിക്ക് അവനെ വിളിക്കാൻ കഴിയുമോ?
"
"When he appeared at the Mathur home, he introduced himself as Ram Chaubey, the brother-in-law of Kedar.
","മാത്തൂർ ഭവനിൽ എത്തിയപ്പോൾ കേദറിന്റെ ഭർതൃസഹോദരനായ രാം ചൌബിയെ സ്വയം പരിചയപ്പെടുത്തി.
"
"Wife along with brother-in-law murdered husband, police arrested
","കാമുകനൊപ്പം ചേർന്ന് ഭർത്താവിനെ കൊല്ലാൻ ക്വട്ടേഷൻ; പൊലീസുകാരിയായ ഭാര്യ അറസ്റ്റിൽ
"
"Your sister and brother-in-law have been looking for you.
",". നിന്റെ ചേട്ടായിയും ചേച്ചിയും എന്നും അന്വേഷിക്കാറുണ്ട് നിന്നെ.
"
"● PM Modi said that freedom, equality and brother-in-law are not the only values of France but it also includes the constitution of India.
","സ്വാതന്ത്ര്യം, സമത്വം, സാഹോദര്യം എന്നിവ ഫ്രാൻസിന്റെ മാത്രമല്ല ഇന്ത്യൻ ഭരണഘടനയുടേയും അടിസ്ഥാന തത്ത്വങ്ങളാണ്, മോദി പറഞ്ഞു.
"
"Best wishes on your birthday, brother-in-law!
","പ്രിയ സഹോദരീ സഹോദരങ്ങളെ, ശുഭദിനാശംസകൾ!
"
"The camp was run by Maulana Yousuf Azhar, the brother-in-law of JeM chief Masood Azhar .
","മസൂദ് അസ്ഹറിന്റെ മരുമകനായ മൗലാന യൂസഫ് അസ്ഹറാണ് ഈ ക്യാമ്പ് പ്രവര്‍ത്തിപ്പിച്ചിരുന്നത്.
"
"Aayush, who is Salman Khan’s brother-in-law and Arpita Khan’s husband.Aayush Sharma and actress Warina Hussain are set to make their debut with ‘Loveratri’.
","ബോളിവുഡ് താരം ആയുഷ്മാൻ ഖുറാനയുടെ സഹോദരനും നടനുമായ അപർശക്തി ഖുറാനയും ഭാര്യ ആകൃതി അഹൂജയും തങ്ങളുടെ ആദ്യകൺമണിയെ വരവേൽക്കാനുള്ള ഒരുക്കത്തിലാണ്.
"
"Harikrishna was the brother-in-law of Andhra Pradesh Chief Minister Chandrababu Naidu.
","ആന്ധ്ര പ്രദേശ് മുഖ്യമന്ത്രി ചന്ദ്രബാബു നായിഡുവിന്റെ ഭാര്യാ സഹോദരനാണ് ഹരികൃഷ്ണ.
"
"Aamir, Alam’s brother-in-law, perceives Alam’s arrest as a casualty of the current political and religious climate in Uttar Pradesh.
","ആലമിന്റെ അറസ്റ്റിനെ ഉത്തര്‍പ്രദേശിലെ നിലവിലെ രാഷ്ട്രീയ, മതപരമായ മാറ്റത്തിന്റെ അപകടമാണെന്ന് ആലമിന്റെ സഹോദരന്‍ ആമിര്‍ പറഞ്ഞു.
"
"Superstar Salman Khan will be reportedly doing a cameo role in a film made by his brother-in-law Atul Agnihotri.
","സല്‍മാന്‍റെ സഹോദരീ ഭര്‍ത്താവ് അതുല്‍ അഗ്നിഹോത്രി നിര്‍മിക്കുന്ന ചിത്രത്തില്‍ കത്രീന അഭിനയിക്കണമെന്ന് ആഗ്രഹമുണ്ടെന്ന് സല്‍മാന്‍ പറഞ്ഞു.
"
"Aayush Sharma plays the antagonist in the upcoming flick Antim which also features his brother-in-law Salman Khan in the lead role.
","ആന്റിം എന്ന സല്‍മാന്‍ ഖാന്റെ ഏറ്റവും പുതിയ ചിത്രത്തില്‍ വില്ലന്‍ വേഷത്തില്‍ എത്തിയതും ആയുഷ് ശര്‍മയാണ്.
"
"Harikrishna was the son of former Andhra Pradesh Chief Minister and founder of Telugu Desam Party NT Rama Rao and brother-in-law of Chandrababu Naidu.
","തെലുങ്ക് ദേശം പാർട്ടി സ്ഥാപകനും ആന്ധ്രാ മുൻ മുഖ്യമന്ത്രിയുമായ എൻ ടി രാമറാവുവിന്റെ മൂത്ത് മരുമകനാണ് വെങ്കടേശ്വര റാവു.
"
"Aditya Alva is the son of former minister Jeevraj Alva and brother-in-law of Bollywood actor Vivek Oberoi.
","ദൾ നേതാവും മുൻ മന്ത്രിയുമായ ജീവരാജ് ആൽവയുടെ മകനും ബോളിവുഡ് നടൻ വിവേക് ഒബ്രോയിയുടെ ഭാര്യാ സഹോദരനുമായ ആദിത്യ ആൽവയുടെ വീട്ടിൽ സി. സി. ബി പരിശോധന നടത്തിയിരുന്നു.
"
"Young man to die for killing brother-in-law
","ഭാര്യമാതാവിനെ കൊലപ്പെടുത്തി യുവാവ് ജീവനൊടുക്കി
"
"Apart from these movies, there were certain other films in which Mammootty and Mohanlal have appeared as brother-in-laws.
","അതില്‍ തന്നെ മമ്മൂട്ടിയും മോഹന്‍ലാലും സഹോദരങ്ങളായി അഭിനയിച്ച ഒരു ചിത്രവുമുണ്ട്.
"
"The police have arrested the two boys and the father and brother-in-law.
","പോലീസ് കീഴ്പ്പെടുത്തിയ പിതാവിനേയും മക്കളായ രണ്ടു സൈനികരേയും പോലീസ് കസ്റ്റഡിയിലെടുത്തു.
"
"This troop was headed by Maulana Yousaf Azhar, the brother-in-law of Masood Azhar (chief Jaish-e-Mohammad).
","ജെയ്‌ഷെ മുഹമ്മദിന്റെ തലവന്‍ മസൂദ് അസ്ഹറിന്റെ അടുത്ത ബന്ധു മൗലാന യൂസഫ് അസ്ഹറാണ് ആക്രമണം നടത്തിയ ക്യാംപിന് നേതൃത്വം നല്‍കിയിരുന്നത്.
"
"He was accompanied by UPA chairperson and mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra.
","പ്രിയങ്കയ്ക്ക് പുറമെ അമ്മയും യുപിഎ അധ്യക്ഷനുമായ സോണിയ ഗാന്ധിയും പ്രിയങ്കയുടെ ഭര്‍ത്താവ് റോബര്‍ട്ട് വദ്ര എന്നിവരും രാഹുലിനൊപ്പമുണ്ടായിരുന്നു.
"
"The camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, the brother-in-law of JeM chief Masood Azhar,” said Gokhale.
","മസൂദ് അസ്ഹ റിന്‍റെ ബന്ധു മൗലാന യൂസുഫ് അസറിന്‍റെ നേതൃത്വത്തിലാണ് ക്യാമ്പ് പ്രവർത്തിക്കു ന്നതെന്നും ഗോഖലേ കൂട്ടിച്ചേർത്തു.
"
"Accompanied by brother-in-law Bhagwan Singh, uncle Gajendra Singh and Amit, Dharmvati reached the bank.
","ഭര്‍തൃസഹോദരന്‍ ഭഗ് വന്‍ സിംഗ്, അമ്മാവന്‍ ഗനേന്ദ്ര സിംഗ്, അമിത് എന്നിവര്‍ക്കൊപ്പമാണ് ധര്‍മ്മവതി പണം പിന്‍ വലിക്കാന്‍ എത്തിയത്.
"
"Actor Priyanka Chopra , who is on a vacation with Nick Jonas in Italy, took some time off to congratulate her sister-in-law Sophie Turner and brother-in-law Joe Jonas on their wedding.
","ഇറ്റലിയില്‍ അവധിയാഘോഷത്തിലാണ് നടി പ്രിയങ്കാ ചോപ്രയും ഭര്‍ത്താവ് നിക് ജോനാസും.
"
"Chennai: Woman kills brother-in-law for trying to sexually assault her
","ചെന്നൈ: ഇഷ്ടപ്പെട്ടയാളെ വിവാഹം കഴിച്ച മകളെ കഴുത്ത് മുറിച്ച്‌ കൊലപ്പെടുത്താന്‍ ശ്രമം.
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","ജെയ്ഷെ തലവൻ മൗലാന മസൂദ് അസറിന്റെ ഭാര്യാ സഹോദരൻ ഉസ്താദ് ഘൗരി എന്ന് അറിയപ്പെടുന്ന മൗലാന യൂസുഫ് അസ്ഹറാണ് ഈ പരിശീലന ക്യാമ്പുകൾക്ക് നേതൃത്വം കൊടുക്കുന്നത്.
"
"Alva is the brother-in-law of Bollywood actor Vivek Oberoi.
","ബോളിവുഡ് നടൻ വിവേക് ഒബ്റോയിയുടെ ബന്ധുവാണ് ആദിത്യ ആൽവ.
"
"The information was confirmed by Sanjay Kapoor, her brother-in-law.
","മരണവിവരം ബോണി കപൂറിന്റെ സഹോദരന്‍ സഞ്ജയ് കപൂര്‍ സ്ഥിരീകരിച്ചു.
"
"Sharma is the brother-in-law of actor Salman Khan.
","നടൻ സൽമാൻ ഖാന്റെ സഹോദരന്മാരാണ് ഇരുവരും.
"
"Aditya is also the brother-in-law of Bollywood actor Vivek Oberoi.
","ബോളിവുഡ് നടന്‍ വിവേക് ഒബ്‌റോയിയുടെ അടുത്ത ബന്ധു കൂടിയാണ് ആദിത്യ ആല്‍വ.
"
"Aditya Alva is the son of former Karnataka minister Jeevraj Alva and brother-in-law of Bollywood actor Vivek Oberoi.
","ബോളിവുഡ് നടൻ വിവേക് ഒബ്‌റോയിയുടെ ഭാര്യാ സഹോദരനും കർണാടക മുന്മന്ത്രി ജീവരാജ് ആൽവയുടെ മകനുമാണ് ആദിത്യ ആൽവ.
"
"Kenrin is owned by the brother-in-law of Raj Kundra, he said.
","രാജ് കുന്ദ്രയുടെ അളിയന്റെ ഉടമസ്ഥതയിലുള്ളതാണ് കെൻ‌റിൻ.
"
"The Central Crime Branch of the Bengaluru Police raided actor Vivek Oberoi’s house in Mumbai to look for his brother-in-law who is allegedly involved in a drugs case, reported PTI.
","ഏറെ വിവാദമായ ബെംഗളൂരു മയക്കുമരുന്നു കേസിന്‍റെ അന്വേഷണവുമായി ബന്ധപ്പെട്ട് ബോളിവുഡ് താരം വിവേക് ഒബ്റോയിയുടെ മുംബൈയിലെ വീട്ടിൽ പോലീസ് റെയ്ഡ് നടത്തി.
"
"Police said the accused was the cousin of the woman’s brother-in-law.
","യുവതിയുടെ ഭര്‍തൃ പിതാവിന്‍റെ സഹോദര പുത്രനാണു പ്രതിയെന്ന് പൊലീസ് പറഞ്ഞു.
"
"The culprit Rajesh is the brother-in-law of the victim’s mother.
","കൊല്ലപ്പെട്ട ബാലികയുടെ മാതൃസഹോദരിയുടെ ഭര്‍ത്താവാണു രാജേഷ്.
"
"The family was returning from a function in the woman's brother-in-law's car when they stopped near the Business Park Tower in Sector 56.
","വിവാഹ ചടങ്ങില്‍ പങ്കെടുത്ത ശേഷം ഭതൃ സഹോദരന്റെ കാറില്‍ മടങ്ങുകയായിരുന്ന കുടുംബം സെക്ടര്‍ 56 ലെ ബിസിനസ് പാര്‍ക്ക് ടവറിന് സമീപം വച്ച് വാഹനം നിര്‍ത്തി.
"
